"","SbjNum","SbjNam","Date","Duration","Upload","consentimiento","mayor_edad","genero","entidad","parentesco","Q_5_S","prision_preventiva","año_detencion","mes_detención","centro","frecuencia_visita_prev","razon_no_visita_prev_O1","razon_no_visita_prev_O2","razon_no_visita_prev_O3","razon_no_visita_prev_O4","razon_no_visita_prev_O5","razon_no_visita_prev_O6","S_11_5","frecuencia_visita_post","razon_no_visita_post_O1","razon_no_visita_post_O2","razon_no_visita_post_O3","razon_no_visita_post_O4","razon_no_visita_post_O5","razon_no_visita_post_O6","razon_no_visita_post_O7","razon_no_visita_post_O8","razon_no_visita_post_O9","razon_no_visita_post_O10","S_13_9","cierre_centro_O1","cierre_centro_O2","cierre_centro_O3","cierre_centro_O4","cierre_centro_O5","cierre_centro_O6","cierre_centro_O7","cierre_centro_O8","cierre_centro_O9","acceso_recursos","sis_videollamada","sis_videollamada_acceso","cosas_O1","cosas_O2","cosas_O3","cosas_O4","cosas_O5","cosas_O6","cosas_O7","cosas_O8","cosas_O9","cosas_O10","cosas_O11","cosas_O12","cosas_O13","cosas_O14","cosas_O15","costo_cambio","cosas_cambio","horas_traslado","minutos_traslado","traslado_cambio","gasto_visita","gasto_mes","T_situaciones_pago_1","T_situaciones_pago_2","T_situaciones_pago_3","T_situaciones_pago_4","T_situaciones_pago_5","T_situaciones_pago_6","T_situaciones_pago_7","T_situaciones_pago_8","T_situaciones_pago_9","T_medidas_visitas_1","T_medidas_visitas_2","T_medidas_visitas_3","T_medidas_visitas_4","T_medidas_visitas_5","T_medidas_visitas_6","T_medidas_visitas_7","T_medidas_visitas_8","T_medidas_visitas_9","medidas_internos_O1","medidas_internos_O2","medidas_internos_O3","medidas_internos_O4","medidas_internos_O5","medidas_internos_O6","medidas_internos_O7","medidas_internos_O8","medidas_internos_O9","medidas_internos_O10","medidas_internos_O11","medidas_internos_O12","confirmados_covid19","prueba_covid19","resultado_prueba_covid19","sintomas_covid19","informar_autoridades","razon_no_informar_O1","razon_no_informar_O2","razon_no_informar_O3","razon_no_informar_O4","razon_no_informar_O5","razon_no_informar_O6","S_34_5","medidas_positivo_covid19_O1","medidas_positivo_covid19_O2","medidas_positivo_covid19_O3","medidas_positivo_covid19_O4","medidas_positivo_covid19_O5","medidas_positivo_covid19_O6","medidas_positivo_covid19_O7","S_35_6","condiciones_aislamiento_covid19","afectacion_covid19_O1","afectacion_covid19_O2","afectacion_covid19_O3","afectacion_covid19_O4","afectacion_covid19_O5","afectacion_covid19_O6","afectacion_covid19_O7","afectacion_covid19_O8","afectacion_covid19_O9","afectacion_covid19_O10","S_37_9","servicio_medico","T_acceso_justicia_1","T_acceso_justicia_2","T_acceso_justicia_3","T_acceso_justicia_4","T_acceso_justicia_5","T_problemas_1","T_problemas_2","T_problemas_3","T_problemas_4","T_problemas_5","T_problemas_6","T_problemas_7","T_problemas_8","problemas_salud_O1","problemas_salud_O2","problemas_salud_O3","problemas_salud_O4","problemas_salud_O5","problemas_salud_O6","problemas_salud_O7","problemas_salud_O8","problemas_salud_O9","S_42_8","problemas_cambio","info_cambio","corrupcion_cambio","info_salud","medios_O1","medios_O2","medios_O3","medios_O4","medios_O5","medios_O6","medios_O7","S_47_6","hijos","ocupacion_O1","ocupacion_O2","ocupacion_O3","ocupacion_O4","ocupacion_O5","ocupacion_O6","ocupacion_O7","ocupacion_O8","ocupacion_O9","ocupacion_O10","ocupacion_O11","ocupacion_O12","ocupacion_O13","ocupacion_O14","ocupacion_O15","ocupacion_O16","ocupacion_O17","S_49_16","trabajo","razon_sin_trabajo","Q_51_S","ingresos","adicional","Q_53_S","salida_entidad","salida_consentimiento","salida","fecha","day"
"11",141727805,"campo",2021-02-18 11:57:20,1899-12-31 00:14:20,2021-02-18 12:13:47,1,1,2,19,3,NA,2,2015,8,1,7,-1,-1,-1,-1,-1,-1,NA,1,3,5,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,0,-1,4000,1800,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,99,-1,1,1,-1,-1,-1,-1,-1,-1,NA,99,-1,-1,-1,-1,-1,-1,NA,-1,4,6,7,0,-1,-1,-1,-1,-1,-1,NA,3,1,1,1,1,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,1,99,2,4,-1,-1,-1,-1,-1,-1,NA,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,-1,NA,2,2,NA,-1,-1,-1,2021-02-18,"2021-02-18"
"12",141728203,"campo",2021-02-18 12:05:46,1899-12-31 00:16:44,2021-02-18 12:24:38,1,1,2,14,1,NA,1,2020,6,2,4,-1,-1,-1,-1,-1,-1,NA,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,2,3,4,5,6,7,-1,-1,-1,1,2,1,2,3,5,6,7,10,11,-1,-1,-1,-1,-1,-1,-1,1,1,59,30,3,600,1500,2,2,2,1,2,99,99,99,99,1,1,1,2,1,1,1,1,2,1,4,6,8,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,99,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,1,99,1,1,1,1,1,2,2,1,1,1,2,3,4,-1,-1,-1,-1,-1,-1,-1,NA,1,1,99,2,4,5,-1,-1,-1,-1,-1,NA,2,7,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,7,NA,2,99,NA,-1,-1,-1,2021-02-18,"2021-02-18"
"13",141729560,"campo",2021-02-18 12:35:38,1899-12-31 00:20:28,2021-02-18 12:58:14,1,1,2,16,3,NA,2,2009,9,1,7,-1,-1,-1,-1,-1,-1,NA,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,50,1,3000,99,1,2,1,2,2,2,2,2,2,1,99,99,99,99,99,2,99,99,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,2,-1,2,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,1,1,2,2,2,2,99,99,99,1,99,99,99,4,5,8,-1,-1,-1,-1,-1,-1,"riñon",3,1,99,2,5,-1,-1,-1,-1,-1,-1,NA,99,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,99,99,NA,3,1,"que no tiene actividad, no los sacan a que les de la luz del sol, aparte del lugar deprimente",-1,-1,-1,2021-02-18,"2021-02-18"
"14",141730183,"campo",2021-02-18 13:01:44,1899-12-31 00:14:10,2021-02-18 13:18:04,1,1,2,18,1,NA,2,2014,5,1,99,-1,-1,-1,-1,-1,-1,NA,1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Hace poco sali con libertad condicional soy extrangera y aun no tengo documento para identificarme.",1,2,3,4,7,-1,-1,-1,-1,99,1,1,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,99,3000,99,99,1,99,99,99,99,99,99,1,1,1,1,99,1,99,99,99,1,3,6,8,9,-1,-1,-1,-1,-1,-1,-1,1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,1,1,1,1,2,2,2,2,2,2,2,99,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,99,2,1,2,4,-1,-1,-1,-1,-1,-1,NA,99,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,99,5,NA,99,2,NA,-1,-1,-1,2021-02-18,"2021-02-18"
"15",141730195,"campo",2021-02-18 12:58:15,1899-12-31 00:18:13,2021-02-18 13:18:33,1,1,2,21,3,NA,1,2011,3,1,6,-1,-1,-1,-1,-1,-1,NA,1,1,5,6,8,-1,-1,-1,-1,-1,-1,NA,1,3,4,-1,-1,-1,-1,-1,-1,2,2,-1,4,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,30,-1,6000,3000,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,4,5,6,8,9,-1,-1,-1,-1,-1,1,1,2,1,1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,NA,-1,1,4,6,7,0,-1,-1,-1,-1,-1,NA,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,4,5,-1,-1,-1,-1,-1,-1,NA,1,1,99,2,4,5,-1,-1,-1,-1,-1,NA,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,-1,NA,3,1,"CONSIDERO UNA INJUSTICIA QUE HAYAN CERRADO LOS JUZGADOS ,AUMENTANDO EL TIEMPO DEL PROCESO.",-1,-1,-1,2021-02-18,"2021-02-18"
"16",141730384,"campo",2021-02-18 13:04:27,1899-12-31 00:18:27,2021-02-18 13:25:00,1,1,2,16,1,NA,2,2011,5,1,6,-1,-1,-1,-1,-1,-1,NA,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,2,3,5,6,7,-1,-1,-1,2,2,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,20,-1,200,1000,2,2,2,2,2,2,99,2,99,1,1,1,1,1,1,1,1,1,1,2,4,5,6,8,-1,-1,-1,-1,-1,-1,1,2,-1,1,1,-1,-1,-1,-1,-1,-1,NA,4,-1,-1,-1,-1,-1,-1,NA,-1,3,4,7,0,-1,-1,-1,-1,-1,-1,NA,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,4,5,-1,-1,-1,-1,-1,-1,NA,1,1,1,2,4,5,-1,-1,-1,-1,-1,NA,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,5,NA,2,2,NA,-1,-1,-1,2021-02-18,"2021-02-18"
"17",141730870,"campo",2021-02-18 13:17:52,1899-12-31 00:16:40,2021-02-18 13:36:42,1,1,2,19,1,NA,2,2011,2,1,5,-1,-1,-1,-1,-1,-1,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,2,3,4,-1,-1,-1,-1,-1,1,1,1,4,8,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,0,-1,5000,3000,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,6,7,8,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,1,1,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,1,99,2,4,-1,-1,-1,-1,-1,-1,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,-1,NA,2,1,"Que reanuden las visitas creo que debe de haber medidas para poder ingresar tenemos derecho de ver a nuestros familiares ya 1 año sin visita",-1,-1,-1,2021-02-18,"2021-02-18"
"18",141731071,"campo",2021-02-18 13:31:09,1899-12-31 00:10:22,2021-02-18 13:43:40,1,1,2,5,1,NA,2,2019,5,1,3,-1,-1,-1,-1,-1,-1,NA,1,1,2,3,5,8,-1,-1,-1,-1,-1,NA,1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,99,99,2,2,2,2,2,2,2,2,2,1,99,99,99,99,99,99,99,99,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,99,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,1,1,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,1,99,2,4,5,-1,-1,-1,-1,-1,NA,99,1,5,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,2,NA,2,2,NA,-1,-1,-1,2021-02-18,"2021-02-18"
"19",141731889,"campo",2021-02-18 13:47:54,1899-12-31 00:19:47,2021-02-18 14:09:48,1,1,2,18,2,NA,2,2014,10,1,7,-1,-1,-1,-1,-1,-1,NA,1,1,3,5,-1,-1,-1,-1,-1,-1,-1,NA,1,2,3,5,-1,-1,-1,-1,-1,1,1,1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,0,-1,10000,2500,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,1,1,1,1,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,3,2,4,-1,-1,-1,-1,-1,-1,NA,10,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,8,"Cuarentena",2,2,NA,-1,-1,-1,2021-02-18,"2021-02-18"
"20",141732137,"campo",2021-02-18 13:51:34,1899-12-31 00:23:45,2021-02-18 14:17:28,1,1,2,10,1,NA,99,2001,2,2,3,-1,-1,-1,-1,-1,-1,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,30,-1,3000,2500,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,2,-1,2,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,99,2,99,1,1,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,1,99,1,4,-1,-1,-1,-1,-1,-1,NA,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,-1,NA,2,1,"Tengo desde marzo que no veo a mi PPL por la contingencia",-1,-1,-1,2021-02-18,"2021-02-18"
"21",141732154,"campo",2021-02-18 13:54:21,1899-12-31 00:21:24,2021-02-18 14:17:54,1,1,2,16,4,NA,99,2012,10,1,6,-1,-1,-1,-1,-1,-1,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,99,2,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,99,99,99,2,2,99,99,99,99,99,99,1,1,99,99,99,99,99,99,99,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,99,-1,99,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,99,99,99,99,99,99,2,2,2,2,1,2,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,99,2,4,-1,-1,-1,-1,-1,-1,NA,3,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,-1,NA,99,2,NA,-1,-1,-1,2021-02-18,"2021-02-18"
"22",141732290,"campo",2021-02-18 13:59:37,1899-12-31 00:20:55,2021-02-18 14:22:39,1,1,2,15,4,NA,2,2019,6,2,5,-1,-1,-1,-1,-1,-1,NA,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,3,4,5,7,-1,-1,-1,-1,-1,2,-1,1,2,3,6,7,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,2,99,99,2,1,2,99,2,2,99,2,2,2,1,1,1,1,1,1,1,2,1,2,3,4,5,6,7,8,9,-1,-1,-1,99,2,-1,2,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,99,1,1,1,1,2,1,2,2,1,1,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,3,1,99,4,-1,-1,-1,-1,-1,-1,NA,5,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Costurera",1,1,NA,1,2,NA,-1,-1,-1,2021-02-18,"2021-02-18"
"23",141732682,"campo",2021-02-18 14:16:58,1899-12-31 00:13:12,2021-02-18 14:32:18,1,1,2,31,4,NA,2,2019,12,1,2,1,3,-1,-1,-1,-1,NA,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,99,99,99,99,99,99,99,99,99,1,99,99,99,99,1,99,99,99,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,1,1,1,1,1,1,2,2,2,1,2,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,NA,1,1,3,2,4,-1,-1,-1,-1,-1,-1,NA,3,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,7,NA,2,1,"Es difícil tener hijos lejos y no poder ayúdales por falta de dinero por k con dinero todo se puede en este sistema corrupto",-1,-1,-1,2021-02-18,"2021-02-18"
"24",141732950,"campo",2021-02-18 14:24:00,1899-12-31 00:13:13,2021-02-18 14:39:23,1,1,2,9,1,NA,2,2003,5,2,4,-1,-1,-1,-1,-1,-1,NA,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,2,3,4,6,7,10,11,-1,-1,-1,-1,-1,-1,-1,1,1,2,0,2,1000,8000,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,3,4,6,8,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,1,1,1,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,1,1,2,4,-1,-1,-1,-1,-1,-1,NA,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,-1,NA,3,1,"Que no haya visitas pagadas q sean todas por kardex",-1,-1,-1,2021-02-18,"2021-02-18"
"25",141733389,"campo",2021-02-18 14:36:01,1899-12-31 00:16:09,2021-02-18 14:54:18,1,1,0,21,2,NA,1,2012,8,1,7,-1,-1,-1,-1,-1,-1,NA,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,2,3,4,-1,-1,-1,-1,-1,-1,2,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,48,30,99,8000,3000,2,2,1,2,2,2,2,2,2,1,99,99,99,99,99,99,99,99,1,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,1,1,-1,-1,-1,-1,-1,-1,NA,4,-1,-1,-1,-1,-1,-1,NA,-1,4,6,7,0,-1,-1,-1,-1,-1,-1,NA,2,1,99,1,1,1,1,2,1,1,1,2,1,1,1,4,5,-1,-1,-1,-1,-1,-1,NA,1,1,3,2,4,5,-1,-1,-1,-1,-1,NA,4,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,5,NA,2,1,"Que les brinden atencion medica y que ya atiendan los procesos de las personas ya que tienen años sin sentencia y que el gobierno brinde apoyo para las familias o persona a cargo de una ppl o bien que a cada interno sea trasladado mas cerca de los familiares ya que asi podriamos visitarlos mas frecuentemente",-1,-1,-1,2021-02-18,"2021-02-18"
"26",141733506,"campo",2021-02-18 14:32:24,1899-12-31 00:23:11,2021-02-18 14:57:40,1,1,2,15,4,NA,2,2015,8,2,3,-1,-1,-1,-1,-1,-1,NA,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,3,5,6,7,-1,-1,-1,-1,-1,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,50,40,2,1000,800,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,6,8,10,-1,-1,-1,-1,-1,1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,2,5,-1,-1,-1,-1,-1,-1,NA,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,7,NA,2,2,NA,-1,-1,-1,2021-02-18,"2021-02-18"
"27",141733567,"campo",2021-02-18 14:47:33,1899-12-31 00:09:38,2021-02-18 14:59:20,1,1,2,15,4,NA,1,2019,11,2,3,-1,-1,-1,-1,-1,-1,NA,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,3,5,7,-1,-1,-1,-1,-1,-1,2,-1,1,2,3,4,6,7,11,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,20,2,3000,99,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,6,8,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,2,2,1,1,1,1,2,2,2,1,1,1,1,1,3,5,-1,-1,-1,-1,-1,-1,NA,1,3,3,2,4,-1,-1,-1,-1,-1,-1,NA,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,7,NA,2,2,NA,-1,-1,-1,2021-02-18,"2021-02-18"
"28",141733789,"campo",2021-02-18 14:30:37,1899-12-31 00:32:23,2021-02-18 15:05:08,1,1,2,15,4,NA,2,2016,9,2,3,-1,-1,-1,-1,-1,-1,NA,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,3,5,7,-1,-1,-1,-1,-1,-1,2,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,59,0,1,2000,10000,1,1,2,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,2,99,1,1,1,2,2,2,2,1,2,2,2,1,4,-1,-1,-1,-1,-1,-1,-1,NA,1,3,1,2,5,-1,-1,-1,-1,-1,-1,NA,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,-1,NA,2,1,"Que enlos penales les agan talleres de trabajos  paraq los ppl puedan ayudar Asus familias  y que se revisen todas las carpeta fabricadas el 80%",-1,-1,-1,2021-02-18,"2021-02-18"
"29",141734049,"campo",2021-02-18 14:40:38,1899-12-31 00:31:22,2021-02-18 15:14:08,1,1,2,16,4,NA,1,2014,5,1,7,-1,-1,-1,-1,-1,-1,NA,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,2,3,4,-1,-1,-1,-1,-1,-1,2,-1,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,99,0,0,99,5000,99,2,2,99,99,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,NA,99,-1,-1,-1,-1,-1,-1,NA,-1,1,4,6,0,-1,-1,-1,-1,-1,-1,NA,2,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,4,5,-1,-1,-1,-1,-1,NA,1,1,1,2,4,-1,-1,-1,-1,-1,-1,NA,99,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,5,NA,1,2,NA,-1,-1,-1,2021-02-18,"2021-02-18"
"30",141734458,"campo",2021-02-18 15:07:30,1899-12-31 00:18:42,2021-02-18 15:28:19,1,1,2,15,3,NA,2,2012,6,2,3,-1,-1,-1,-1,-1,-1,NA,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,3,4,5,7,-1,-1,-1,-1,-1,99,-1,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,20,2,1200,99,1,1,1,1,99,99,1,99,1,2,1,1,2,1,1,1,2,1,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,2,2,99,99,99,1,2,2,2,1,99,1,99,1,3,4,5,-1,-1,-1,-1,-1,NA,1,1,1,2,2,-1,-1,-1,-1,-1,-1,NA,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,2,NA,1,1,"Es lo peor que uno puede vivir el tener un familiar preso y soportar constantemente las extorciones q nos hacen con tal de que no les pase nada a nuestro familiar ya estamos cansados de que nos suceda esto y hemos denunciado y nadie hace nada",-1,-1,-1,2021-02-18,"2021-02-18"
